ID,Basket
5053,"ham,processed cheese,rolls/buns,white bread,fruit/vegetable juice,canned beer,long life bakery product,waffles,chocolate,specialty bar"
5055,"pastry,semi-finished bread,coffee,bottled water,misc. beverages"
5056,"tropical fruit,pip fruit,grapes,semi-finished bread,bottled water,soda,chewing gum"
5057,"citrus fruit,tropical fruit,yogurt,UHT-milk,pastry"
5063,soda
5064,"soda,specialty bar"
5065,whole milk
5067,"sausage,meat,yogurt"
5068,"whole milk,margarine,soda"
5069,"pork,citrus fruit,other vegetables,dessert,yogurt"
5072,"rolls/buns,pastry,mustard,soda,cake bar"
5075,newspapers
5076,rubbing alcohol
5078,"sausage,butter,hard cheese,domestic eggs"
5080,"pork,tropical fruit,whole milk,domestic eggs"
5082,"frankfurter,tropical fruit,root vegetables,whole milk,sugar,mustard,popcorn"
5083,nut snack
5085,misc. beverages
5087,"whole milk,frozen meals,bottled water"
5088,chocolate
5089,"root vegetables,herbs,other vegetables,cream cheese ,frozen vegetables,jam,canned fish,coffee"
5092,"pork,root vegetables"
5093,"dish cleaner,shopping bags"
5096,"chicken,red/blush wine"
5098,"beverages,rolls/buns,soda,seasonal products"
5101,"frankfurter,meat,butter milk,tidbits,domestic eggs,brown bread,sugar,pickled vegetables"
5102,"whole milk,newspapers"
5104,chocolate
5105,"meat,curd,whipped/sour cream,roll products "
5107,"pip fruit,soda,canned beer"
5108,whole milk
5109,"bottled beer,liquor"
5111,"soda,chewing gum"
5113,"pip fruit,whipped/sour cream,hard cheese,bottled water,fruit/vegetable juice"
5115,"meat,rolls/buns,white bread,semi-finished bread,flour,meat spreads"
5116,"chicken,candy"
5117,"zwieback,bottled beer,hygiene articles"
5118,"other vegetables,rolls/buns"
5119,"sausage,chocolate"
5121,yogurt
5122,"pork,other vegetables,UHT-milk"
5123,"ice cream,rolls/buns,chocolate"
5125,bottled beer
5126,soda
5127,"meat,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,butter,yogurt,sliced cheese,frozen vegetables,rice,Instant food products,baking powder,bottled water,syrup,female sanitary products,photo/film"
5128,"fish,specialty chocolate"
5129,"tropical fruit,whole milk,butter,syrup"
5130,"tropical fruit,whole milk,domestic eggs,rolls/buns,pet care,bottled water,hygiene articles"
5131,"frozen vegetables,frozen dessert,semi-finished bread,margarine,long life bakery product,candy,detergent"
5133,"root vegetables,herbs,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,frozen fruits,baking powder,pickled vegetables,fruit/vegetable juice,sparkling wine,long life bakery product,shopping bags"
5134,"fish,frozen meals,domestic eggs,bottled beer,liquor (appetizer),dishes,newspapers"
5135,"UHT-milk,canned fish"
5139,"canned beer,long life bakery product"
5142,"sausage,frozen potato products"
5146,"yogurt,beverages,soda,shopping bags"
5147,yogurt
5150,"ham,onions,whipped/sour cream,hard cheese,bottled beer,hygiene articles,shopping bags"
5151,"domestic eggs,waffles,napkins"
5152,"tropical fruit,yogurt,UHT-milk,cream cheese ,processed cheese,white bread,sugar"
5163,"frankfurter,tropical fruit,other vegetables,whole milk,butter,frozen meals,fruit/vegetable juice"
5167,canned beer
5171,"other vegetables,brown bread,pastry,bottled water,canned beer"
5175,"ham,light bulbs"
5177,"frankfurter,whole milk,white bread,brown bread"
5180,chewing gum
5183,detergent
5184,"tropical fruit,pip fruit,processed cheese,rolls/buns,misc. beverages,fruit/vegetable juice,candy"
5185,"sausage,yogurt,cat food"
5190,"citrus fruit,tropical fruit,pip fruit,chewing gum"
5192,"misc. beverages,canned beer"
5195,other vegetables
5196,"frankfurter,tropical fruit,pip fruit,dessert,beverages,domestic eggs,flour,margarine,Instant food products,canned fruit,jam"
5197,"sausage,pip fruit,curd,soda,canned beer,cake bar,shopping bags"
5198,"whole milk,yogurt,spread cheese,bottled water,soda"
5200,"frankfurter,yogurt,UHT-milk,frozen vegetables,coffee,soda,fruit/vegetable juice,white wine,chewing gum,shopping bags"
5203,chocolate marshmallow
5204,"other vegetables,semi-finished bread"
5206,cocoa drinks
5208,"whole milk,brown bread"
5211,"sausage,UHT-milk,brown bread,oil,canned beer,brandy,shopping bags"
5213,"ice cream,semi-finished bread"
5217,"soda,salty snack,cake bar,candy"
5218,"butter,dessert,yogurt,rolls/buns,margarine,chewing gum"
5220,"sausage,rolls/buns,bottled water,soda,newspapers,shopping bags"
5221,soda
5222,cat food
5225,"whole milk,white bread,newspapers"
5226,soda
5227,chicken
5229,"pastry,instant coffee"
5231,sausage
5232,"citrus fruit,yogurt,whipped/sour cream,shopping bags"
5235,bottled water
5238,"root vegetables,other vegetables,whole milk,rolls/buns,sugar,cereals,soda,soap"
5239,"ice cream,soda"
5240,"meat,pip fruit,whole milk,curd,yogurt,frozen meals,pastry,potato products,fruit/vegetable juice,bottled beer,salty snack,long life bakery product,newspapers"
5241,"frankfurter,ham,tropical fruit,pip fruit,grapes,other vegetables,whole milk,yogurt,sliced cheese,frozen meals,frozen fish,brown bread"
5244,"root vegetables,other vegetables,white bread,baking powder"
5247,soda
5248,"chicken,pork,margarine,specialty fat,bottled beer"
5249,ice cream
5250,"hamburger meat,cream cheese ,brown bread"
5251,"pork,rolls/buns"
5253,"other vegetables,coffee,soda,dental care"
5254,bottled beer
5255,"misc. beverages,dishes"
5259,"dessert,specialty chocolate"
5263,"tropical fruit,other vegetables,UHT-milk,domestic eggs,pot plants"
5267,"pastry,soda"
5270,"whole milk,hard cheese,rolls/buns,bottled water"
5271,zwieback
5273,"pip fruit,whole milk"
5278,oil
5280,"tropical fruit,pip fruit,whole milk,cream cheese ,frozen vegetables,ice cream,bottled water,shopping bags"
5284,"frankfurter,tropical fruit,other vegetables,dessert,UHT-milk,cream cheese ,brown bread,pastry,hygiene articles"
5285,"whipped/sour cream,frozen vegetables"
5288,"tropical fruit,whipped/sour cream,hygiene articles"
5289,"pork,processed cheese,canned beer"
5291,"whole milk,cat food,pet care,coffee,soda,misc. beverages,chocolate"
5292,frozen vegetables
5295,"pork,other vegetables,whole milk,frozen vegetables,brown bread,roll products ,canned vegetables,sparkling wine,chocolate,dental care"
5298,"tropical fruit,pip fruit,UHT-milk,cream cheese ,pasta,sauces,baking powder,cat food,pet care,bottled water,bottled beer,salty snack,shopping bags"
5299,"whole milk,yogurt,domestic eggs,rolls/buns,fruit/vegetable juice,long life bakery product,specialty chocolate,specialty bar"
5300,"bottled water,waffles,chocolate"
5301,"beef,specialty chocolate"
5303,bottled beer
5305,"pip fruit,other vegetables,whole milk,butter,whipped/sour cream,sliced cheese,pastry,hygiene articles,napkins"
5306,"frankfurter,rolls/buns"
5307,"UHT-milk,mustard"
5308,"whole milk,brown bread"
5309,"butter milk,brown bread"
5310,whole milk
5311,"herbs,whole milk,curd,cat food,soda"
5312,"tropical fruit,root vegetables,other vegetables,whole milk,yogurt,rice,oil,bathroom cleaner"
5313,"chicken,rolls/buns,bottled water"
5315,"pork,beef,other vegetables,whole milk,yogurt,margarine,fruit/vegetable juice"
5316,hamburger meat
5317,"hamburger meat,onions,ice cream,misc. beverages,shopping bags"
5320,"UHT-milk,sugar,coffee,canned beer"
5321,"whole milk,cat food"
5322,"sausage,meat,chicken,beef,citrus fruit,root vegetables,herbs,whole milk,butter,domestic eggs,roll products ,coffee,long life bakery product,waffles"
5325,oil
5328,"sliced cheese,rolls/buns"
5331,"butter milk,yogurt"
5332,"pip fruit,yogurt,cream cheese ,meat spreads,coffee,specialty chocolate,seasonal products,cookware,shopping bags"
5334,"butter,yogurt"
5336,cat food
5339,"whole milk,yogurt,beverages,rolls/buns,bottled water,fruit/vegetable juice"
5340,"softener,newspapers"
5344,newspapers
5347,"other vegetables,whole milk,specialty cheese"
5349,"chocolate,specialty bar,candy,napkins,flower (seeds)"
5350,"margarine,misc. beverages"
5352,"chicken,butter,frozen vegetables,soda,misc. beverages,chocolate,specialty chocolate"
5354,newspapers
5356,"pip fruit,misc. beverages,chewing gum,specialty chocolate,shopping bags"
5358,"other vegetables,whole milk,salty snack"
5361,"frankfurter,processed cheese,soda"
5365,"frankfurter,beef,whole milk"
5366,"fish,UHT-milk,cream cheese ,ice cream"
5367,"chewing gum,specialty bar"
5369,canned beer
5373,"citrus fruit,pip fruit,other vegetables,whole milk,curd,frozen fish,domestic eggs,jam,dishes"
5374,"whole milk,bottled beer,liquor (appetizer),hygiene articles"
5376,canned beer
5378,"ham,whole milk,dessert,rolls/buns,misc. beverages,waffles,skin care"
5382,canned beer
5383,"other vegetables,whole milk,butter milk,margarine"
5386,canned beer
5390,"canned beer,shopping bags"
5392,canned beer
5393,"pip fruit,soda"
5396,"other vegetables,whole milk,mayonnaise,frozen potato products,pastry,margarine,baking powder"
5397,"whole milk,domestic eggs"
5398,"sausage,bottled water"
5401,"beef,pip fruit,whole milk,butter,curd,yogurt,condensed milk,white bread,detergent"
5403,"rolls/buns,brown bread,soda,misc. beverages,bottled beer"
5405,"sausage,other vegetables,yogurt,rolls/buns,soda,canned beer"
5408,soda
5409,rolls/buns
5410,"soda,bottled beer"
5411,chocolate
5413,"other vegetables,whole milk,margarine,jam,salty snack,shopping bags"
5416,canned beer
5419,"canned beer,waffles"
5420,"canned beer,specialty bar"
5422,"frankfurter,hamburger meat,grapes,other vegetables,whole milk,butter milk,whipped/sour cream,mayonnaise,white bread,roll products ,sauces,salty snack,waffles,chocolate"
5423,"tropical fruit,root vegetables,onions,other vegetables,curd,whipped/sour cream,spread cheese,white bread,bottled water,soda"
5426,"tropical fruit,other vegetables,cream cheese ,baking powder,long life bakery product"
5428,"citrus fruit,curd,yogurt,newspapers"
5429,"whole milk,curd,oil,margarine"
5431,"beef,root vegetables,soda,fruit/vegetable juice,detergent,newspapers"
5433,"frankfurter,sausage,tropical fruit,root vegetables,whole milk,pastry"
5435,"beef,whole milk,pastry,flour,pickled vegetables"
5437,canned beer
5438,rolls/buns
5439,"other vegetables,cream cheese "
5441,rolls/buns
5444,"tropical fruit,root vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,margarine,sugar,Instant food products,bottled water"
5445,"rolls/buns,margarine,bottled water,rum,red/blush wine,long life bakery product,waffles,chocolate"
5446,"hamburger meat,whole milk,misc. beverages,red/blush wine"
5447,"pip fruit,pastry"
5450,"whole milk,sugar,cat food"
5455,"frankfurter,beef,other vegetables,cream cheese ,domestic eggs,baking powder,salty snack,shopping bags"
5456,"pastry,coffee,chewing gum"
5458,"tropical fruit,bottled water"
5460,"sausage,pork,white wine"
5462,frozen meals
5463,"other vegetables,bottled water,canned beer,chewing gum,newspapers"
5465,"bottled water,canned beer"
5467,"whole milk,rolls/buns,bottled water"
5468,"frankfurter,pork,brown bread,potato products"
5470,"sausage,berries,rolls/buns,chewing gum,shopping bags"
5472,candy
5473,"sausage,other vegetables,dessert,yogurt,UHT-milk,cream cheese ,frozen vegetables,rolls/buns,brown bread,pastry,specialty bar"
5474,"citrus fruit,dessert,yogurt,UHT-milk,frozen vegetables,frozen fish,zwieback,spices,waffles"
5475,"sausage,ham,sliced cheese,frozen fish,rolls/buns,margarine,mustard"
5476,"other vegetables,whole milk,yogurt,ice cream,brown bread,pastry,soda,newspapers"
5478,"other vegetables,whole milk,rolls/buns,skin care,dishes,flower (seeds)"
5479,canned beer
5480,"detergent,photo/film"
5481,"citrus fruit,tropical fruit,pip fruit,root vegetables,packaged fruit/vegetables,dessert,yogurt,UHT-milk,hard cheese,mayonnaise,domestic eggs,spices,canned vegetables,fruit/vegetable juice,candy"
5482,"beef,root vegetables,herbs,other vegetables,whole milk,butter,rolls/buns,brown bread,bottled beer,long life bakery product,pot plants"
5483,"other vegetables,packaged fruit/vegetables,brown bread,pastry,light bulbs,newspapers"
5485,"other vegetables,whole milk"
5487,misc. beverages
5489,"pip fruit,pastry,margarine"
5490,"sausage,chicken,other vegetables,whole milk,whipped/sour cream,domestic eggs,rolls/buns,house keeping products"
5494,"tropical fruit,yogurt,UHT-milk,bottled water,soda"
5495,"tropical fruit,butter milk,beverages,bottled water,fruit/vegetable juice,salty snack,chewing gum,napkins,newspapers,shopping bags"
5496,"root vegetables,rolls/buns"
5499,"hamburger meat,root vegetables,whole milk,yogurt,brown bread,pastry,bottled beer,specialty chocolate,flower (seeds)"
5500,"other vegetables,ice cream,brown bread,soda,house keeping products,newspapers"
5502,"pip fruit,root vegetables,frozen vegetables,rolls/buns,semi-finished bread,soda,white wine,newspapers"
5504,"turkey,tropical fruit,root vegetables,other vegetables,butter,whipped/sour cream,hard cheese,ketchup,fruit/vegetable juice,candy,napkins"
5506,"sausage,soda"
5511,"meat,whole milk,rolls/buns"
5514,other vegetables
5515,"root vegetables,white bread,brown bread"
5516,"other vegetables,white bread,pickled vegetables,soda,shopping bags"
5517,"citrus fruit,pip fruit,other vegetables,whole milk,frozen vegetables,bottled water"
5518,beef
5524,"turkey,pork,beef,herbs,other vegetables,soft cheese,frozen vegetables,rolls/buns,rice"
5525,pork
5526,"citrus fruit,tropical fruit,pip fruit,other vegetables,curd,butter milk,UHT-milk,frozen meals,brown bread,semi-finished bread,spices,fruit/vegetable juice,hygiene articles"
5527,"grapes,other vegetables,whole milk,sugar"
5528,"other vegetables,whole milk,butter,domestic eggs,waffles,candy,seasonal products,detergent"
5529,"root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,flour,long life bakery product,shopping bags"
5531,rolls/buns
5533,"yogurt,beverages,domestic eggs,rolls/buns,pastry,soda,long life bakery product,chocolate,chocolate marshmallow,napkins"
5534,"chicken,beef,other vegetables"
5537,"other vegetables,hard cheese,newspapers"
5543,bottled water
5549,"other vegetables,whole milk,margarine"
5550,"chicken,tropical fruit,root vegetables,other vegetables,whole milk,dessert,yogurt,pastry,newspapers"
5553,"frozen meals,ice cream,frozen potato products"
5555,beef
5557,"whole milk,frozen fish,rolls/buns,pickled vegetables"
5560,artif. sweetener
5563,"canned beer,newspapers"
5564,"mayonnaise,rolls/buns,soda,specialty chocolate"
5568,"frankfurter,whole milk,white bread,margarine,bottled beer,detergent,pot plants"
5569,"frankfurter,meat,whole milk,whipped/sour cream,UHT-milk,hard cheese,coffee,waffles,napkins"
5570,"bottled water,newspapers"
5572,whole milk
5573,"citrus fruit,domestic eggs,jam"
5574,pork
5580,"domestic eggs,specialty chocolate"
5582,"other vegetables,whole milk,yogurt,rolls/buns,female sanitary products,hygiene articles"
5583,"pork,semi-finished bread,soda"
5586,"beef,root vegetables,frozen vegetables,brown bread,misc. beverages"
5588,"white bread,misc. beverages,long life bakery product"
5591,"sausage,tropical fruit,whole milk,whipped/sour cream,specialty cheese,soda,skin care"
5600,"butter,brown bread,seasonal products"
5603,"salt,cling film/bags"
5606,"curd,semi-finished bread,baking powder"
5608,"sausage,whipped/sour cream,bottled water,pot plants"
5610,"sausage,pip fruit,root vegetables,onions,whole milk,butter,dessert,soft cheese,cream cheese ,specialty cheese,domestic eggs,salt,pasta,vinegar,oil,mustard,ketchup,canned vegetables,pickled vegetables,canned fish,instant coffee,tea,misc. beverages,bottled beer,white wine,chocolate,abrasive cleaner,hygiene articles"
5611,"grapes,whole milk,butter,rolls/buns,coffee,bottled water,soda,misc. beverages,pot plants"
5612,"frankfurter,whole milk,cream cheese ,specialty chocolate"
5613,"berries,other vegetables,yogurt,whipped/sour cream,bottled water,waffles,seasonal products"
5619,"whole milk,rolls/buns,soda,canned beer,liquor,shopping bags"
5621,"citrus fruit,root vegetables,other vegetables,whole milk"
5622,"pork,beef,root vegetables,other vegetables,whole milk,UHT-milk,frozen vegetables,rice,baking powder,dog food,soda"
5625,canned beer
5627,"curd cheese,bottled water,white wine"
5628,"citrus fruit,tropical fruit,onions,UHT-milk,specialty fat,instant coffee,bottled water,soda,fruit/vegetable juice,bottled beer,salty snack,newspapers"
5629,cooking chocolate
5630,"whole milk,bottled water"
5632,"chicken,frozen vegetables,frozen meals,frozen dessert"
5634,"sausage,chicken,herbs,other vegetables,whole milk,whipped/sour cream,sliced cheese,domestic eggs,rolls/buns,brown bread,margarine,soda,waffles,chocolate marshmallow"
5637,rolls/buns
5640,"citrus fruit,root vegetables,other vegetables,whole milk,margarine,specialty fat,hygiene articles"
5649,"other vegetables,whole milk,yogurt,rolls/buns"
5650,"onions,other vegetables,rolls/buns,coffee,specialty chocolate"
5651,"hamburger meat,dessert,soda,fruit/vegetable juice"
5654,"bottled water,canned beer,white wine"
5656,"turkey,other vegetables,butter,rolls/buns,pastry,oil"
5657,"rolls/buns,fruit/vegetable juice"
5659,"other vegetables,curd,margarine"
5661,soda
5663,"sausage,rolls/buns,pastry,bottled water"
5669,"sausage,tropical fruit,other vegetables,beverages,processed cheese,rolls/buns,soda,chewing gum"
5670,"whole milk,butter milk,salt,sugar,soda,long life bakery product,waffles"
5671,"sausage,pork,hamburger meat,citrus fruit,other vegetables,whole milk,soft cheese,domestic eggs,rolls/buns,sugar,cat food,chocolate"
5673,shopping bags
5674,"pork,whole milk,curd cheese,frozen vegetables,cat food"
5676,"beef,hamburger meat,other vegetables,sliced cheese"
5680,canned beer
5683,other vegetables
5685,"root vegetables,whole milk,domestic eggs,female sanitary products,newspapers"
5686,"pip fruit,soda,bottled beer,canned beer,waffles,chocolate"
5689,pork
5690,"meat,whole milk,sliced cheese,brown bread,pastry,fruit/vegetable juice,newspapers"
5693,"other vegetables,cream cheese ,margarine,canned vegetables,bottled beer"
5694,"condensed milk,rolls/buns,brown bread,coffee,bottled water,soda"
5696,"chicken,whole milk,frozen meals,domestic eggs,brown bread,ketchup,dog food,misc. beverages,napkins"
5697,"root vegetables,whole milk,condensed milk,frozen vegetables,rolls/buns,white bread"
5698,"frankfurter,chicken,beef,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,dessert,whipped/sour cream,soft cheese,cream cheese ,frozen vegetables,frozen meals,frozen potato products,domestic eggs,white bread,semi-finished bread,oil,instant coffee,soda,fruit/vegetable juice,flower (seeds)"
5700,"UHT-milk,ice cream,bottled water,soda,shopping bags"
5701,"frankfurter,sausage,chicken,citrus fruit,root vegetables,other vegetables,frozen vegetables,rice,newspapers"
5702,"pastry,soda"
5704,"onions,other vegetables,soda,fruit/vegetable juice"
5705,"pastry,canned beer,male cosmetics,newspapers"
5708,"chicken,citrus fruit,root vegetables,other vegetables,butter,sweet spreads,coffee"
5710,"chicken,whole milk,semi-finished bread,jam,coffee,soda,napkins,shopping bags"
5713,"citrus fruit,root vegetables,herbs,other vegetables,butter,whipped/sour cream,mayonnaise,rum,waffles"
5714,"chicken,yogurt,whipped/sour cream,frozen dessert,soda,pot plants"
5715,bottled beer
5716,specialty chocolate
5719,whole milk
5720,"beef,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,mayonnaise"
5723,"chicken,pip fruit,whole milk,rolls/buns,brown bread,pastry,semi-finished bread,margarine,bottled water,newspapers"
5725,soda
5729,"sausage,citrus fruit,pip fruit,whole milk,dessert,domestic eggs,brown bread,margarine,specialty chocolate"
5732,"sausage,whole milk,yogurt,hard cheese,domestic eggs,brown bread,salty snack,waffles,chocolate,newspapers"
5735,"other vegetables,butter,fruit/vegetable juice,salty snack,chocolate"
5736,"meat,chicken,citrus fruit,other vegetables,whole milk,yogurt,frozen vegetables,white bread,napkins"
5737,rolls/buns
5738,"chicken,hamburger meat,grapes,other vegetables,whipped/sour cream,brown bread,canned beer,sparkling wine,flower (seeds)"
5741,yogurt
5743,"hamburger meat,shopping bags"
5746,newspapers
5747,"whole milk,mayonnaise,soda,newspapers"
5752,canned beer
5753,"tropical fruit,berries,root vegetables,other vegetables,whole milk,cream cheese ,frozen meals,white bread,soda,salty snack,napkins,shopping bags"
5754,"condensed milk,soda"
5755,"margarine,long life bakery product,candles"
5756,"whole milk,pet care"
5759,"grapes,rolls/buns,pastry,bottled beer"
5761,soda
5762,"whole milk,rolls/buns,newspapers"
5765,"pork,pip fruit,root vegetables,curd,yogurt,whipped/sour cream,UHT-milk,domestic eggs,salt,margarine,ketchup"
5766,"turkey,beef,semi-finished bread"
5767,"other vegetables,napkins"
5770,"pork,hamburger meat,other vegetables,whole milk,brown bread,margarine,bottled water,bottled beer,flower (seeds)"
5771,"citrus fruit,berries,curd,yogurt,soda"
5773,"citrus fruit,other vegetables,frozen meals,domestic eggs,fruit/vegetable juice,pot plants"
5774,"other vegetables,curd cheese"
5775,"Instant food products,long life bakery product,specialty chocolate,cling film/bags,house keeping products"
5779,"other vegetables,newspapers"
5781,"chicken,other vegetables,dessert,soda"
5784,"sausage,chicken,pork,root vegetables,other vegetables,whole milk,rolls/buns,fruit/vegetable juice,canned beer"
5785,"ham,beef,other vegetables,yogurt,canned fish"
5787,"sausage,citrus fruit,other vegetables"
5788,"tropical fruit,other vegetables,whole milk,dessert,bottled water,soda,canned beer,seasonal products"
5790,"tropical fruit,rolls/buns,chocolate,chocolate marshmallow,newspapers"
5791,canned beer
5792,"sugar,white wine,newspapers"
5794,"whole milk,yogurt,bottled beer"
5795,"pip fruit,other vegetables,butter milk,specialty cheese,frozen vegetables,white bread,sugar,coffee"
5798,"hamburger meat,berries,other vegetables"
5799,"soda,candy"
5802,"onions,other vegetables"
5803,"sausage,chicken,pork,other vegetables,whole milk,butter,yogurt,margarine,fruit/vegetable juice,bottled beer"
5804,"sausage,beef,citrus fruit,tropical fruit,berries,root vegetables,whole milk,white bread,brown bread,fruit/vegetable juice,bottled beer,cling film/bags"
5805,"root vegetables,other vegetables,whole milk,pastry,cling film/bags,shopping bags"
5806,"root vegetables,other vegetables,butter,rolls/buns,flour,bottled water,liquor,candy"
5807,"pork,onions,other vegetables,butter,dessert,beverages,UHT-milk,specialty cheese,frozen vegetables,rolls/buns,coffee,shopping bags"
5812,"frozen vegetables,soda"
5814,"tropical fruit,root vegetables,domestic eggs"
5816,"other vegetables,white bread,soda,bottled beer"
5819,soda
5821,"frankfurter,beef,pip fruit,root vegetables,other vegetables,curd,yogurt,margarine,sugar"
5822,sugar
5824,"chicken,root vegetables,other vegetables,whipped/sour cream,margarine,sauces,canned beer,shopping bags"
5825,"domestic eggs,pastry"
5826,"condensed milk,pastry,female sanitary products,shopping bags"
5827,"canned beer,shopping bags"
5828,"frankfurter,meat,pork,citrus fruit,yogurt,whipped/sour cream,frozen vegetables,frozen potato products,soda"
5829,"pork,tropical fruit,yogurt,sugar,bottled water,light bulbs"
5833,"root vegetables,other vegetables,specialty chocolate"
5834,"citrus fruit,soda,misc. beverages"
5836,pip fruit
5837,"ham,pip fruit,yogurt,frozen meals,bottled water,soda,napkins"
5838,"waffles,newspapers"
5839,"beverages,UHT-milk,zwieback,misc. beverages"
5840,beverages
5844,rolls/buns
5847,chocolate
5849,yogurt
5851,soda
5853,"pork,root vegetables,other vegetables,pastry"
5855,"sugar,coffee"
5857,"sausage,packaged fruit/vegetables,yogurt,rolls/buns,seasonal products"
5859,"sausage,beef,tropical fruit,root vegetables,other vegetables,whole milk,brown bread,newspapers"
5860,salty snack
5862,"onions,whole milk,canned beer,hygiene articles,shopping bags"
5865,whole milk
5866,"bottled water,soda,female sanitary products"
5867,"other vegetables,whole milk,brown bread"
5868,"soda,bottled beer,liquor"
5870,"domestic eggs,pastry,hygiene articles"
5871,"curd cheese,bottled beer"
5875,"tropical fruit,oil"
5877,other vegetables
5879,"ham,tropical fruit,dog food,soda,canned beer"
5887,"root vegetables,onions,other vegetables,whole milk"
5888,ice cream
5889,canned beer
5891,"citrus fruit,other vegetables,packaged fruit/vegetables,yogurt,margarine,sugar,artif. sweetener,baking powder,candles"
5896,"tropical fruit,other vegetables,newspapers"
5900,"misc. beverages,waffles,candy"
5904,"tropical fruit,root vegetables,other vegetables,curd,yogurt,whipped/sour cream,cream cheese ,margarine,bottled water,newspapers"
5907,"hamburger meat,whole milk,coffee"
5912,"sausage,other vegetables,rolls/buns,fruit/vegetable juice"
5914,"pork,newspapers"
5915,"berries,other vegetables,yogurt,margarine,mustard,fruit/vegetable juice,detergent"
5918,"sausage,liver loaf,ham,pip fruit,yogurt,soft cheese,sliced cheese,rolls/buns,white bread,brown bread,pastry,soda,canned beer,newspapers,shopping bags"
5919,pasta
5921,"sausage,beef,hamburger meat,other vegetables,whole milk,butter,domestic eggs,roll products ,sauces,bottled beer"
5922,"other vegetables,curd,soups,pudding powder,canned fish"
5924,sausage
5925,"UHT-milk,brown bread,mustard,coffee,soda,dish cleaner"
5926,"whole milk,butter"
5927,"misc. beverages,napkins"
5928,"liver loaf,dessert,domestic eggs,soda,cleaner,shopping bags"
5929,"pet care,bottled water,soda,liquor (appetizer)"
5930,"whole milk,whipped/sour cream,cream cheese ,soda"
5931,"chicken,other vegetables"
5938,"tropical fruit,pip fruit,whole milk,yogurt,frozen meals,rolls/buns,soda,candy,kitchen towels"
5939,"chicken,root vegetables,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,soda"
5940,"soda,misc. beverages"
5946,"chicken,soda"
5947,"tropical fruit,yogurt,frozen dessert,domestic eggs,tea"
5949,"semi-finished bread,bottled beer,liquor"
5950,"tropical fruit,other vegetables,curd,dessert,sliced cheese,white bread,soda,fruit/vegetable juice"
5952,"sausage,hamburger meat,whole milk,dessert,rolls/buns,specialty chocolate,detergent"
5954,curd
5955,"tropical fruit,yogurt,rolls/buns"
5956,"tropical fruit,other vegetables,pickled vegetables"
5958,zwieback
5959,"cream cheese ,spread cheese"
5960,"rolls/buns,specialty bar"
5961,"meat,tropical fruit,other vegetables,candy"
5963,soda
5964,"UHT-milk,brown bread,coffee,shopping bags"
5966,"meat,chicken,root vegetables,other vegetables,whole milk,whipped/sour cream,rolls/buns,abrasive cleaner,cleaner,napkins,house keeping products"
5967,whole milk
5969,"herbs,other vegetables,sliced cheese,cream cheese ,salt,oil,margarine,fruit/vegetable juice,bottled beer,chewing gum,hygiene articles"
5971,other vegetables
5973,whipped/sour cream
5974,"other vegetables,baking powder,napkins"
5976,flower soil/fertilizer
5977,"whole milk,bottled water"
5980,rolls/buns
5982,"sausage,whole milk"
5983,"pastry,jam"
5987,"tropical fruit,packaged fruit/vegetables,sliced cheese"
5989,"frozen dessert,margarine,canned fruit,soda,shopping bags"
5990,soda
5991,"pork,specialty vegetables,bottled water,soda,bottled beer"
5997,"frankfurter,meat,pip fruit,ice cream,brown bread,pickled vegetables,jam,canned fish,liquor,waffles,newspapers"
5999,salty snack
6000,"whole milk,cake bar"
6001,canned beer
6004,"tropical fruit,root vegetables,whole milk,butter,chocolate"
6005,"yogurt,margarine,fruit/vegetable juice,shopping bags"
6006,"tropical fruit,whole milk,processed cheese,brown bread,flour,sugar,sauces,pet care"
6007,"whole milk,yogurt"
6008,"ice cream,canned beer"
6011,"hamburger meat,citrus fruit,whole milk,butter,yogurt,cat food,hygiene articles,shopping bags"
6013,frozen vegetables
6014,"tropical fruit,whole milk,soda,red/blush wine"
6017,"whipped/sour cream,frozen vegetables,hygiene articles"
6023,"sausage,rolls/buns,soda"
6024,"sausage,rolls/buns,fruit/vegetable juice"
6027,rolls/buns
6028,"domestic eggs,soda,cake bar"
6029,"tidbits,rolls/buns,instant coffee,soda,waffles"
6031,hygiene articles
6033,"berries,yogurt,misc. beverages,canned beer,liquor,cake bar"
6035,"other vegetables,whole milk,rolls/buns"
6036,"frankfurter,other vegetables,whole milk,coffee,hygiene articles"
6038,ice cream
6039,"frankfurter,soft cheese,rolls/buns,canned beer"
6044,"root vegetables,yogurt,cat food,coffee,cling film/bags"
6045,"beef,rolls/buns,canned beer,napkins"
6046,"citrus fruit,pip fruit,white bread,brown bread,pastry,waffles"
6048,bottled water
6050,"frankfurter,whole milk,mustard,chewing gum"
6054,"whole milk,margarine"
6055,coffee
6060,rolls/buns
6061,"whole milk,soda"
6064,bottled beer
6067,other vegetables
6069,"onions,whole milk,domestic eggs,sugar,hygiene articles,light bulbs"
