,basket
8361,"whole milk,yogurt,pastry,waffles"
4852,"sausage,rolls/buns,newspapers,shopping bags"
4470,"soda,chocolate"
4507,"yogurt,canned vegetables,pot plants"
3504,"root vegetables,shopping bags"
8432,yogurt
4666,"pip fruit,cream cheese ,cookware"
8625,"frankfurter,meat,pork,grapes,root vegetables,whipped/sour cream,domestic eggs"
4216,"frankfurter,sausage,liver loaf,chicken,pork,root vegetables,whole milk,whipped/sour cream,sliced cheese,frozen vegetables,bottled water,fruit/vegetable juice,salty snack,long life bakery product"
8261,bottled beer
6792,dishes
7173,tropical fruit
7149,"sausage,pastry,soda,salty snack,newspapers,shopping bags"
8291,"rolls/buns,bottled beer"
8934,"misc. beverages,fruit/vegetable juice,canned beer,chewing gum,chocolate,shopping bags"
1590,"curd,bottled water,photo/film"
9646,"white wine,shopping bags"
1604,"pork,onions,rolls/buns,margarine,canned vegetables,soda,salty snack,house keeping products"
3090,"pip fruit,other vegetables,whole milk,butter milk,yogurt,cream cheese ,pasta,fruit/vegetable juice,dental care,hygiene articles,kitchen towels,photo/film"
660,"frankfurter,citrus fruit,butter milk,UHT-milk,rolls/buns,female sanitary products,shopping bags"
1936,"sausage,pip fruit,whole milk,rolls/buns,flour,oil,soda"
700,"whole milk,curd,sliced cheese,cat food,coffee"
117,"hamburger meat,other vegetables,whole milk,frozen vegetables,domestic eggs,soda,dishes"
7837,"other vegetables,whole milk,frozen vegetables"
2561,"finished products,misc. beverages"
7143,"onions,other vegetables,yogurt,whipped/sour cream,UHT-milk,sugar"
428,"citrus fruit,tropical fruit,root vegetables,yogurt,canned vegetables,bottled water,soda,softener"
6318,"ice cream,brown bread,bottled water,soda"
5201,bottled beer
7399,"meat,brown bread,seasonal products,shopping bags"
679,"beef,whole milk,brown bread,specialty chocolate,newspapers"
1796,"pip fruit,whole milk"
2045,margarine
4987,"dessert,yogurt"
1090,"chicken,other vegetables,white wine,specialty chocolate"
5572,whole milk
7070,"frankfurter,coffee"
8781,"rolls/buns,house keeping products,light bulbs"
7459,"rolls/buns,newspapers"
3607,"berries,other vegetables,yogurt,pastry,shopping bags"
3373,"UHT-milk,pastry,waffles"
4320,"pork,whole milk,UHT-milk,newspapers"
1948,"root vegetables,other vegetables,whole milk,bottled water,bottled beer"
9269,yogurt
1607,"whole milk,rolls/buns"
4968,"pastry,long life bakery product"
8660,"hamburger meat,white bread,pasta,specialty vegetables,bottled water,soda,snack products,waffles,cake bar,candy"
4982,white wine
9569,bottled beer
4148,"pork,pet care,newspapers"
1986,shopping bags
5419,"canned beer,waffles"
7964,"soda,specialty chocolate"
9807,ice cream
4335,"chicken,beef,hamburger meat,pip fruit,grapes,root vegetables,whole milk,butter,dessert,yogurt,whipped/sour cream,cream cheese ,pastry,bottled water,fruit/vegetable juice"
2925,"cream cheese ,rolls/buns,candy,shopping bags"
2141,"bottled beer,canned beer"
21,"butter milk,pastry"
399,"meat,other vegetables,whole milk,whipped/sour cream"
1641,coffee
3654,rolls/buns
7820,"domestic eggs,pastry,margarine,cooking chocolate"
6688,"meat,turkey,hamburger meat,citrus fruit,pip fruit,whole milk,butter,yogurt,specialty cheese,rolls/buns,brown bread,Instant food products,bottled beer,specialty chocolate,newspapers"
367,"rolls/buns,brown bread,pastry,coffee,bottled beer"
8504,"frankfurter,chicken,citrus fruit,root vegetables,packaged fruit/vegetables,domestic eggs,brown bread,artif. sweetener,bottled water,waffles,napkins"
2996,"frankfurter,hamburger meat,whole milk,cream cheese ,salty snack"
8229,"pork,whole milk,yogurt,cream cheese ,rolls/buns,pudding powder"
2178,bottled beer
97,"chicken,hamburger meat,citrus fruit,tropical fruit,root vegetables,other vegetables,butter,pasta,oil,detergent"
7384,"whole milk,curd,cream cheese ,shopping bags"
3643,whole milk
5754,"condensed milk,soda"
3888,"sausage,yogurt,rolls/buns,bottled water,soda"
5880,rolls/buns
3819,butter
845,"whole milk,yogurt,frozen vegetables,coffee,canned beer,napkins"
2511,"rolls/buns,zwieback,chocolate marshmallow,dishes"
9543,"whole milk,whipped/sour cream,sweet spreads,waffles,chewing gum"
5731,"pip fruit,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,sliced cheese,domestic eggs,soups,coffee,detergent"
6398,"meat,turkey,onions,other vegetables,sliced cheese,ice cream,sauces,waffles,dishes"
9271,"whole milk,curd,cream cheese ,cereals,cat food,coffee,waffles"
975,"yogurt,brown bread,bottled beer,white wine"
3722,specialty bar
8135,waffles
8264,"citrus fruit,tropical fruit,whole milk,rolls/buns,brown bread,bottled water"
6452,"ice cream,kitchen towels"
9452,"sausage,root vegetables,other vegetables,butter,domestic eggs,rolls/buns"
8919,"ham,beef,other vegetables,whole milk,domestic eggs,oil,sugar,jam,bottled water,pot plants"
5540,"frankfurter,hamburger meat,UHT-milk,mayonnaise,rolls/buns,pastry,mustard,ketchup,Instant food products,soda,dish cleaner,dental care,shopping bags"
5131,"frozen vegetables,frozen dessert,semi-finished bread,margarine,long life bakery product,candy,detergent"
5588,"white bread,misc. beverages,long life bakery product"
5820,"margarine,soda"
4143,"beef,root vegetables,jam,toilet cleaner"
9286,"hamburger meat,root vegetables,whole milk,pastry,sweet spreads"
8443,"chicken,other vegetables,rolls/buns,shopping bags"
8467,"tropical fruit,whole milk,curd,dessert,pastry,soda,misc. beverages,hygiene articles,shopping bags"
7626,"citrus fruit,root vegetables,rolls/buns"
2210,"beef,whipped/sour cream,napkins"
5969,"herbs,other vegetables,sliced cheese,cream cheese ,salt,oil,margarine,fruit/vegetable juice,bottled beer,chewing gum,hygiene articles"
7551,"berries,whole milk,yogurt,sugar,cling film/bags,house keeping products"
8971,"frankfurter,pork,hamburger meat,pip fruit,other vegetables,whole milk,rolls/buns,white bread,pastry,Instant food products,waffles,chocolate"
8565,"meat,yogurt,napkins"
6997,chocolate
6633,"chicken,pork,beef,grapes,other vegetables,whole milk,butter,yogurt,margarine,waffles"
4514,"sausage,rolls/buns,fruit/vegetable juice"
2158,fruit/vegetable juice
8658,spread cheese
9576,rolls/buns
6408,"frankfurter,whole milk,yogurt,tidbits,frozen vegetables,rolls/buns,detergent"
7611,cookware
8088,"whole milk,yogurt,roll products "
3076,soda
7868,"whole milk,pastry,cocoa drinks,newspapers"
1942,"pork,root vegetables,brown bread,soda,bottled beer"
8313,"chicken,root vegetables,other vegetables,rolls/buns,canned beer,red/blush wine"
5801,"organic sausage,other vegetables,liquor (appetizer),red/blush wine"
8417,sparkling wine
523,"hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns"
8510,"waffles,chocolate"
5720,"beef,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,mayonnaise"
8290,beef
8349,"frozen meals,cereals,shopping bags"
9723,"root vegetables,herbs,other vegetables,napkins,flower (seeds)"
8787,"chicken,beef,rolls/buns,instant coffee"
765,"vinegar,oil"
8861,other vegetables
1575,"pork,other vegetables,specialty fat"
4073,"sausage,meat,other vegetables,yogurt,whipped/sour cream,domestic eggs,semi-finished bread,instant coffee,bottled water,soda,bottled beer,newspapers,shopping bags"
5310,whole milk
7874,hygiene articles
5415,canned beer
9002,soda
985,"whole milk,newspapers"
7552,"whole milk,butter,curd,whipped/sour cream,newspapers"
500,"white wine,detergent"
5640,"citrus fruit,root vegetables,other vegetables,whole milk,margarine,specialty fat,hygiene articles"
8237,"pip fruit,newspapers"
9475,"citrus fruit,tropical fruit,pip fruit,root vegetables,other vegetables,chocolate,candy,shopping bags"
2563,"curd,yogurt"
3538,"hamburger meat,dessert,sliced cheese,pickled vegetables,toilet cleaner"
2171,"pork,beef,root vegetables,whole milk,pasta,margarine,jam,bottled water"
3998,"root vegetables,butter,margarine"
9200,"ice cream,sugar,coffee,bottled water,soda,fruit/vegetable juice,shopping bags"
3961,"sausage,pip fruit,yogurt,white bread,soda"
8172,"tropical fruit,yogurt,bottled water,specialty chocolate"
8097,"whole milk,domestic eggs"
1683,whipped/sour cream
4473,"hard cheese,pastry"
7312,"whole milk,specialty chocolate,light bulbs"
1634,specialty chocolate
3982,"butter milk,domestic eggs,rolls/buns,soda,specialty chocolate"
4517,"pip fruit,beverages,frozen vegetables,frozen meals,bottled water,soda,salty snack"
6306,"tropical fruit,whole milk,butter milk,brown bread,shopping bags"
2225,"whole milk,hard cheese,coffee"
5525,pork
8287,"chicken,citrus fruit,other vegetables,whole milk,female sanitary products"
2090,"sausage,rolls/buns,white wine"
1399,"packaged fruit/vegetables,whole milk,pastry,bottled water,soda,misc. beverages,chewing gum,specialty bar,hygiene articles,pot plants,shopping bags"
5321,"whole milk,cat food"
1169,"sausage,meat,other vegetables,brown bread,canned fish,bottled water,canned beer,liquor (appetizer),shopping bags"
7044,"tropical fruit,yogurt,whipped/sour cream,sliced cheese,coffee,soda,fruit/vegetable juice,hair spray,soap"
675,"pork,whole milk,whipped/sour cream,beverages"
8719,"tropical fruit,hard cheese,domestic eggs,soda,misc. beverages,chewing gum"
2316,"yogurt,rolls/buns,pastry,soda"
2034,"root vegetables,onions,other vegetables,yogurt,frozen meals,vinegar,canned vegetables,soda,salty snack,napkins"
3657,"rolls/buns,soda"
3549,newspapers
5511,"meat,whole milk,rolls/buns"
4061,frankfurter
2577,"beef,citrus fruit,whole milk"
7285,"berries,UHT-milk,semi-finished bread,cat food,cake bar,shopping bags"
4317,"whole milk,cocoa drinks"
4387,"sausage,rolls/buns,shopping bags"
5984,"beverages,bottled water,long life bakery product"
3756,"root vegetables,curd,mayonnaise,domestic eggs,margarine,mustard,shopping bags"
5721,"sausage,meat,tropical fruit,rolls/buns,margarine,bottled water,bottled beer,skin care,hygiene articles,shopping bags"
6470,"frankfurter,sausage,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,whole milk,yogurt,sliced cheese,frozen meals,frozen fish,brown bread,rice,oil,red/blush wine,hygiene articles"
7799,rolls/buns
263,fruit/vegetable juice
8610,"beef,root vegetables,other vegetables,whipped/sour cream,rolls/buns,bottled beer"
7560,specialty bar
1261,"yogurt,softener"
7394,"whipped/sour cream,newspapers"
7222,"rolls/buns,snack products"
2471,"root vegetables,liquor,shopping bags"
6888,"curd,yogurt,oil,bottled water,bottled beer,male cosmetics"
9152,"sausage,hamburger meat,grapes,whipped/sour cream,frozen potato products,domestic eggs,oil,seasonal products,napkins,newspapers"
4615,"pork,tropical fruit,pip fruit,whole milk,whipped/sour cream,detergent,softener,napkins,shopping bags"
5295,"pork,other vegetables,whole milk,frozen vegetables,brown bread,roll products ,canned vegetables,sparkling wine,chocolate,dental care"
4969,"beef,hamburger meat,other vegetables,rolls/buns,sugar,white wine,hygiene articles,newspapers"
8324,"whipped/sour cream,frozen vegetables,flour,flower (seeds)"
7210,"herbs,other vegetables,hygiene articles,napkins"
6607,"sausage,pip fruit,other vegetables,hard cheese,brown bread,oil,hygiene articles"
8522,"chicken,pork,fruit/vegetable juice,canned beer,waffles"
7002,bottled beer
1559,"yogurt,margarine,sugar,bottled water,bottled beer,red/blush wine,long life bakery product"
8604,"ham,grapes,napkins"
9406,"whole milk,soda"
9334,"berries,other vegetables,yogurt,whipped/sour cream"
9092,"frankfurter,other vegetables,whole milk,whipped/sour cream"
7911,newspapers
3871,canned beer
2604,"pastry,mustard,bottled beer"
1161,"citrus fruit,tropical fruit,pip fruit,long life bakery product"
7261,"beef,pip fruit,other vegetables,whole milk,curd cheese,rolls/buns,pastry,soda"
8071,"bottled water,canned beer,white wine,specialty bar,shopping bags"
1127,"brown bread,oil,sugar,soda,bottled beer"
8608,"citrus fruit,root vegetables,butter milk,oil"
4437,ketchup
6594,"whole milk,soda,seasonal products"
9512,"citrus fruit,other vegetables,brown bread"
2904,"finished products,pip fruit,frozen potato products,soda"
2525,"frankfurter,whole milk,UHT-milk,hard cheese,mayonnaise,rolls/buns,brown bread,margarine,newspapers"
2552,"UHT-milk,ice cream,domestic eggs,oil,soda,cling film/bags"
9522,"sausage,whole milk,dessert,pastry,soda"
7507,"herbs,whole milk,butter,soups,bottled water,bottled beer"
1494,"sausage,hamburger meat,citrus fruit,root vegetables,whole milk,yogurt,rolls/buns"
8809,"soda,white wine"
2086,"bottled beer,canned beer"
5692,"dessert,rolls/buns,napkins,newspapers,shopping bags"
785,canned beer
7175,"frankfurter,white wine,dish cleaner"
2383,"UHT-milk,margarine,bottled water,soda"
2320,"frankfurter,sausage,other vegetables,brown bread,flour,bottled water,candy"
6471,"grapes,berries,pet care,pot plants"
6631,"citrus fruit,tropical fruit,rolls/buns,oil,mustard,soups,sweet spreads,soda,syrup,canned beer,waffles,chocolate,specialty bar,dish cleaner,baby cosmetics,cookware"
4085,semi-finished bread
2376,"other vegetables,soda,bottled beer,shopping bags"
8769,"soda,chocolate,specialty bar,napkins"
8009,frozen dessert
1753,"chicken,hamburger meat,pip fruit,onions,other vegetables,whole milk,butter,yogurt,whipped/sour cream,white bread,long life bakery product,chocolate"
436,"citrus fruit,UHT-milk,cream cheese ,frozen vegetables"
4162,"chicken,other vegetables,whipped/sour cream,sliced cheese,frozen vegetables,frozen meals,fruit/vegetable juice,long life bakery product,specialty chocolate"
175,"whole milk,cream cheese ,cereals,dog food"
5384,"whole milk,butter milk,cream cheese ,coffee"
6811,"whole milk,butter,yogurt,frozen meals,rolls/buns,zwieback,margarine,pickled vegetables,fruit/vegetable juice,bottled beer"
8389,"chewing gum,shopping bags"
446,"pork,beef,hamburger meat,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,shopping bags"
2873,rolls/buns
3342,"ham,meat,whole milk,dessert,butter milk,whipped/sour cream,sliced cheese,rolls/buns,soda,fruit/vegetable juice"
7822,"butter milk,brown bread,pastry"
1351,"sausage,ham,meat,chicken,tropical fruit,other vegetables,whole milk,butter,yogurt,cream cheese ,frozen vegetables,domestic eggs,rolls/buns,brown bread,semi-finished bread,candy,newspapers"
7135,chewing gum
4394,"onions,other vegetables,whole milk,butter,butter milk,whipped/sour cream,ice cream,rolls/buns,bottled beer,long life bakery product,dental care,napkins,newspapers"
1142,"frankfurter,tropical fruit,cream cheese ,rolls/buns,fruit/vegetable juice,kitchen towels,newspapers"
91,"fruit/vegetable juice,salty snack,candles"
1505,"napkins,dishes"
1432,"root vegetables,coffee,detergent"
4567,canned beer
6827,"tropical fruit,pip fruit,other vegetables,whole milk,curd,photo/film"
3804,canned beer
4412,"sausage,UHT-milk,pastry,margarine,canned fish,cat food,waffles"
1152,"other vegetables,sugar"
2882,"whole milk,cereals"
1630,soda
3681,"frankfurter,rolls/buns,chewing gum"
4034,"soft cheese,soda,white wine"
2691,"pastry,soda"
3057,"onions,roll products "
5049,"liver loaf,tropical fruit,other vegetables"
3348,canned beer
5528,"other vegetables,whole milk,butter,domestic eggs,waffles,candy,seasonal products,detergent"
8751,"whole milk,pastry,sugar,newspapers"
5385,"sausage,pip fruit,root vegetables,whole milk,spread cheese,rolls/buns,margarine,bottled water"
7676,bottled beer
2380,"rolls/buns,pastry,soda"
7937,"other vegetables,ice cream,oil,liqueur,specialty chocolate,shopping bags"
7839,waffles
4862,"whole milk,processed cheese,spread cheese,rolls/buns"
3055,"sausage,other vegetables"
1658,"frankfurter,citrus fruit,tropical fruit,whole milk,butter,whipped/sour cream"
8726,"curd,yogurt"
3019,bottled water
8924,"hamburger meat,other vegetables,canned vegetables"
9223,"sausage,meat,rolls/buns,soda,fruit/vegetable juice,male cosmetics,shopping bags"
3960,canned beer
4192,"other vegetables,whole milk,butter,cream cheese ,brown bread,pastry,ready soups,seasonal products,hair spray,newspapers,shopping bags"
4597,"tropical fruit,butter milk,baking powder"
3790,"other vegetables,white bread,pastry,shopping bags"
7390,bottled beer
107,"whole milk,whipped/sour cream,rolls/buns,soda,waffles,candy,cling film/bags"
9023,pastry
4510,"whole milk,sugar,cling film/bags"
4793,"soups,canned vegetables,chocolate"
9758,chicken
536,"coffee,chewing gum,chocolate marshmallow"
2787,canned beer
2258,"whole milk,butter,hard cheese,white wine"
8939,spread cheese
1376,"yogurt,chocolate"
439,"dessert,oil,cat food,soda"
1054,shopping bags
4276,"whole milk,rolls/buns"
478,"whole milk,cream cheese ,soda,fruit/vegetable juice"
4586,"tropical fruit,packaged fruit/vegetables"
8433,"hamburger meat,root vegetables,yogurt,whipped/sour cream,sliced cheese,pasta,soda,nut snack,waffles"
7848,"berries,yogurt,domestic eggs,rolls/buns"
955,"ice cream,newspapers"
8757,"turkey,yogurt,rolls/buns,pastry,margarine,bottled water,soda,fruit/vegetable juice,canned beer"
8973,"sausage,other vegetables,whole milk,fruit/vegetable juice"
3861,canned beer
6143,beef
8406,"whole milk,curd,whipped/sour cream,cream cheese ,white bread,oil,sugar,baking powder,cat food,chocolate,cooking chocolate"
3105,"misc. beverages,specialty chocolate"
8285,"sausage,hamburger meat,whole milk,butter,curd,processed cheese,pastry,Instant food products,shopping bags"
3906,"other vegetables,yogurt"
2014,"other vegetables,yogurt,fruit/vegetable juice,shopping bags"
8847,"beef,citrus fruit,berries,whole milk,yogurt,UHT-milk,specialty cheese,pastry,cake bar,seasonal products,detergent,pot plants"
1174,"other vegetables,yogurt,processed cheese,ketchup,bottled water,male cosmetics"
481,"ham,pip fruit,whole milk,curd,dessert,butter milk,whipped/sour cream,sliced cheese,cream cheese ,white bread,coffee,long life bakery product,chocolate,baby cosmetics"
9468,sparkling wine
5729,"sausage,citrus fruit,pip fruit,whole milk,dessert,domestic eggs,brown bread,margarine,specialty chocolate"
5387,"yogurt,rolls/buns"
7714,"brandy,liquor,liquor (appetizer),long life bakery product,dish cleaner,napkins,dishes,shopping bags"
6343,"other vegetables,whole milk"
3514,"pip fruit,other vegetables,frozen vegetables,canned vegetables"
8996,"sausage,other vegetables,whole milk,butter,fruit/vegetable juice"
9259,"frankfurter,root vegetables,other vegetables,hard cheese"
2120,"other vegetables,whole milk,soda,chocolate"
7845,"tropical fruit,whole milk,butter milk,brown bread,bottled water"
4934,"frankfurter,citrus fruit,pip fruit,butter milk,beverages,frozen meals,brown bread,pickled vegetables,shopping bags"
8299,"dessert,specialty bar,newspapers"
8568,"tropical fruit,white bread,spices,Instant food products"
3243,"ham,other vegetables,whole milk,butter,yogurt,flour,oil,spices"
1874,"root vegetables,other vegetables,whipped/sour cream,canned beer,liquor,shopping bags"
1128,shopping bags
6559,"canned beer,white wine"
1274,"pork,citrus fruit,other vegetables,domestic eggs,margarine,canned beer"
6222,"pip fruit,yogurt,pastry,baking powder,long life bakery product"
8162,"whole milk,frozen vegetables"
5198,"whole milk,yogurt,spread cheese,bottled water,soda"
4263,"sausage,pastry,waffles"
4224,coffee
449,"beef,root vegetables,other vegetables,rolls/buns,sugar"
9414,"other vegetables,whole milk,soda,specialty bar"
1087,"whipped/sour cream,beverages,liquor (appetizer)"
5518,beef
5976,flower soil/fertilizer
3199,canned beer
1263,"soda,softener"
8640,"rolls/buns,red/blush wine"
4349,"root vegetables,soda,liquor"
3569,rolls/buns
55,"whole milk,curd,yogurt,pastry"
596,"whole milk,processed cheese,brown bread,pastry,soda"
4608,"canned beer,chewing gum"
152,rolls/buns
8752,"chicken,tropical fruit,other vegetables,whole milk,soft cheese,frozen vegetables,chocolate"
6497,"tropical fruit,yogurt,rolls/buns,waffles"
3423,"other vegetables,rolls/buns,red/blush wine"
3761,"tropical fruit,root vegetables,other vegetables,bottled water,soda,bottled beer,prosecco,chocolate,hygiene articles"
6366,"sausage,sliced cheese,canned beer"
4072,"chicken,turkey,whole milk,butter,curd,cream cheese "
83,"herbs,condensed milk,frozen vegetables,salt,oil,white wine,candles"
7228,"sausage,rolls/buns,soda"
9021,semi-finished bread
2672,"frankfurter,white bread,margarine,shopping bags"
4409,"citrus fruit,root vegetables,other vegetables,whole milk,butter,curd,oil,canned vegetables,hygiene articles,newspapers"
4024,"citrus fruit,pip fruit,butter,rolls/buns,oil,soda,bottled beer,brandy,red/blush wine,sparkling wine"
5852,"butter milk,hard cheese,instant coffee"
1961,"ice cream,roll products ,Instant food products,coffee,candles"
3564,"finished products,seasonal products"
1746,rolls/buns
5001,"finished products,turkey,grapes,onions,other vegetables,whole milk,butter milk,yogurt,whipped/sour cream,hard cheese,frozen vegetables,fruit/vegetable juice,napkins"
6356,whipped/sour cream
1534,"whole milk,frozen vegetables,fruit/vegetable juice,long life bakery product"
8822,"beef,tropical fruit,root vegetables,other vegetables,yogurt,condensed milk,sliced cheese,specialty cheese,mayonnaise,cat food,liquor,salty snack,nut snack,napkins,dishes,shopping bags"
9249,"turkey,tropical fruit,grapes,other vegetables,whole milk,curd,yogurt,processed cheese,dog food,pot plants"
9463,"citrus fruit,other vegetables,whole milk,butter,dental care"
376,"whole milk,frozen dessert,salty snack,napkins"
5624,"meat,pip fruit,other vegetables,brown bread,roll products ,soda"
2517,bottled beer
426,pastry
7945,"beef,root vegetables,other vegetables,white bread,canned fruit,soda,chocolate,newspapers"
4851,pastry
7907,"beef,berries,yogurt,whipped/sour cream"
1853,"pork,pip fruit,other vegetables,whole milk,yogurt,frozen fish,flour,sugar,baking powder,long life bakery product,chewing gum"
1407,"sausage,waffles"
8031,"ice cream,specialty bar"
594,"other vegetables,bottled beer,red/blush wine"
2605,shopping bags
7334,"hamburger meat,root vegetables,herbs,other vegetables,bottled water,bottled beer,newspapers"
8596,"pip fruit,whole milk,rolls/buns,sugar,baking powder"
9418,"frankfurter,whipped/sour cream,condensed milk,frozen vegetables,salty snack,candy"
4486,"whole milk,curd,whipped/sour cream"
9187,"other vegetables,bottled beer,canned beer"
713,canned beer
2742,citrus fruit
9597,"tropical fruit,onions,white wine"
4336,whole milk
2389,"whole milk,brown bread,bottled beer"
9747,"rolls/buns,pastry,soda"
3289,"pip fruit,berries"
3256,"whole milk,yogurt,soda,canned beer"
5894,"margarine,pickled vegetables,coffee,bottled beer,chocolate marshmallow"
6448,"cream cheese ,rolls/buns,soda,chewing gum"
5121,yogurt
7395,"other vegetables,butter milk,UHT-milk,sliced cheese,cream cheese ,processed cheese,specialty cheese,canned vegetables"
5175,"ham,light bulbs"
5181,"root vegetables,herbs"
8092,"beef,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,cream cheese ,rolls/buns,rice,vinegar,baking powder,detergent"
3798,berries
2406,specialty chocolate
8920,pip fruit
6682,"finished products,pet care,soda"
102,"frankfurter,rolls/buns,bottled water"
5116,"chicken,candy"
9500,"butter,salt,margarine,sugar"
8352,"pork,beef,root vegetables,other vegetables,UHT-milk,spread cheese,mayonnaise,domestic eggs,zwieback,toilet cleaner,newspapers,shopping bags"
5734,"meat,whole milk,dessert,soft cheese,frozen meals,rolls/buns,misc. beverages,long life bakery product,chocolate,specialty bar"
4824,frankfurter
782,"packaged fruit/vegetables,whole milk,dessert,yogurt,UHT-milk,margarine,bottled water,long life bakery product"
4846,"sausage,other vegetables,salt,male cosmetics,newspapers"
5730,"yogurt,rolls/buns"
7957,"rolls/buns,canned beer"
3287,"bottled beer,chocolate,specialty bar"
9587,"frankfurter,ham,tropical fruit,other vegetables,whole milk,processed cheese,white bread,potato products,fruit/vegetable juice,decalcifier,shopping bags"
6492,"cereals,pet care,salty snack,shopping bags"
2751,brown bread
1686,"sausage,tropical fruit,whole milk,processed cheese,frozen vegetables,domestic eggs,rolls/buns,white bread,rice,soda,detergent,softener,decalcifier,napkins,shopping bags"
135,"tropical fruit,other vegetables,coffee"
8010,"rolls/buns,bottled beer"
3262,"sausage,ham,other vegetables,whole milk,curd,cream cheese ,processed cheese,frozen potato products,pastry"
5578,"whole milk,butter,coffee,bottled water,seasonal products,candles"
5638,"pork,root vegetables,whole milk,domestic eggs,pasta,ketchup,hygiene articles,newspapers"
6843,"sausage,citrus fruit,yogurt,pastry,instant coffee,soda,napkins,newspapers"
929,"frankfurter,pork,white bread,canned vegetables,soda"
8896,"sausage,soda,chocolate marshmallow"
8972,"yogurt,cereals,specialty bar"
8925,whole milk
8260,"meat,butter,yogurt,rolls/buns,bottled water,soda,fruit/vegetable juice"
429,"whole milk,oil,canned fruit,fruit/vegetable juice"
3200,"frankfurter,margarine,bottled beer"
8063,"yogurt,canned beer"
236,"root vegetables,beverages,Instant food products,pickled vegetables,detergent"
6258,whole milk
6921,"whipped/sour cream,UHT-milk,domestic eggs"
3198,"beef,citrus fruit,pip fruit,root vegetables,other vegetables,pastry,flour,canned beer,red/blush wine"
849,"other vegetables,whole milk,curd,frozen vegetables,domestic eggs,sugar,instant coffee,newspapers"
6781,"meat,whole milk,domestic eggs,bottled water"
3290,male cosmetics
6893,"beef,ice cream"
9629,"pastry,soda"
5014,waffles
4153,dish cleaner
7420,"grapes,sugar,cling film/bags"
9624,"finished products,other vegetables,butter,cream cheese ,processed cheese,domestic eggs,rolls/buns,pastry,long life bakery product,candy"
3523,"soda,specialty chocolate"
1277,whipped/sour cream
4901,"soda,bathroom cleaner"
9746,"whole milk,brown bread,flower (seeds)"
695,"pork,UHT-milk,bottled water,soda,canned beer"
8798,salty snack
4277,"pork,beef"
7781,"tropical fruit,whole milk,rolls/buns,prosecco,salty snack,specialty bar"
3947,"pork,root vegetables,other vegetables,mayonnaise,domestic eggs,rolls/buns,mustard,fruit/vegetable juice,chewing gum,dishes"
2513,"citrus fruit,tropical fruit,whole milk,yogurt,rolls/buns,pastry,semi-finished bread,bottled beer,napkins"
7003,frozen vegetables
2405,"soda,canned beer"
2199,"rolls/buns,tea"
6916,"citrus fruit,pip fruit,other vegetables,rolls/buns"
6803,"tropical fruit,onions,whole milk,whipped/sour cream,margarine,soda"
4462,"tropical fruit,grapes,root vegetables,other vegetables,rolls/buns,tea,bottled beer"
4287,"ham,tropical fruit,whole milk,dessert,butter milk,yogurt,hard cheese,processed cheese,white bread,cat food,fruit/vegetable juice,napkins"
4099,"coffee,soda,waffles"
8730,beef
556,canned beer
4703,"whole milk,coffee"
6528,"canned beer,specialty bar"
654,"meat,other vegetables"
8885,"whole milk,rolls/buns"
5100,"sausage,whole milk"
2639,canned beer
6121,pastry
7466,"sausage,rolls/buns,bottled beer"
7469,"citrus fruit,other vegetables,UHT-milk,rolls/buns"
40,"sausage,rolls/buns,soda,canned beer,specialty bar,shopping bags"
7077,"beef,soft cheese,bottled beer"
6653,"curd,specialty cheese,flour,long life bakery product"
5955,"tropical fruit,yogurt,rolls/buns"
454,"bottled water,misc. beverages,cling film/bags"
4370,"rolls/buns,brown bread,soda"
1458,"rolls/buns,bottled water"
7866,canned beer
7733,bottled water
6686,"turkey,whole milk,domestic eggs,rolls/buns,flour,mustard,cereals,long life bakery product"
3886,"whole milk,curd,yogurt,margarine"
7313,"beverages,specialty bar"
7672,sausage
1303,"chicken,pork,root vegetables,onions,packaged fruit/vegetables,butter,hard cheese,salt,bottled water,bottled beer"
5671,"sausage,pork,hamburger meat,citrus fruit,other vegetables,whole milk,soft cheese,domestic eggs,rolls/buns,sugar,cat food,chocolate"
3058,"sausage,root vegetables,onions,herbs,other vegetables,UHT-milk,hard cheese,cream cheese ,frozen vegetables,rolls/buns,bottled water,soda,bottled beer,red/blush wine"
1992,bottled water
166,"hamburger meat,root vegetables,whole milk"
2748,"frankfurter,rolls/buns"
705,rolls/buns
604,"pork,pip fruit,other vegetables,whole milk,curd,white bread,sugar,bottled water,soda"
2270,"frankfurter,other vegetables,yogurt,beverages,hard cheese,rolls/buns,canned fish,soda,canned beer,brandy,shopping bags"
9459,"citrus fruit,other vegetables,cream cheese ,salty snack,waffles,chocolate,specialty bar,napkins"
7511,newspapers
2356,"meat,tropical fruit,pip fruit,other vegetables,butter,pastry"
7183,"whole milk,yogurt,frozen meals,waffles,napkins,newspapers"
6116,"tropical fruit,dessert,soft cheese,brown bread,shopping bags"
8483,"tropical fruit,pip fruit"
9233,rolls/buns
9769,soda
